qsrank	statename	overall	Fitness	Routine	Nutrition	Sleep	Weight	Diabetes	arts	engineering	life	natural	social	id
893	Bourbon	98.25685044	41.99951593	54.04828433	27.40315315	31.77863499	64.14209636	67.97200971	7.310198509	3.12303027	93.56404703	20.96655506	66.2265566	19181
894	Brown	37.45939356	9.973993111	24.8681167	74.52097403	96.24171156	82.30975202	4.102546519	9.022592171	17.27042914	88.18695146	76.25319933	17.62302012	19183
895	Butler	88.93548978	43.4652971	77.06554286	77.94470566	96.23533865	64.52538157	98.37190536	6.185649313	53.92787354	61.92749423	41.60865361	81.08895197	19185
896	Chase	68.06463846	95.75405739	19.65100667	34.4102621	83.84163198	21.30004906	18.17518955	61.11419461	16.46395053	62.09417585	83.97973044	24.84361617	19187
897	Chautauqua	8.728789171	70.92593295	65.90319764	55.80836202	31.77695032	90.34007627	50.75388428	15.70314491	8.413889916	5.894046277	58.18834536	90.94075732	19189
898	Cherokee	28.95743701	77.4349503	21.20305267	14.83955788	4.610462936	39.58591465	19.5609807	80.63987211	69.10489488	54.1543854	22.0234039	52.81853182	19191
899	Cheyenne	42.23040109	64.13762301	45.31592394	74.78636611	57.32012348	58.8948011	42.99331258	26.39710113	67.93652369	14.05443302	53.1637969	70.4150394	19193
900	Clark	12.18085248	4.062323792	50.76494507	36.54667426	80.34664719	24.07460273	84.59023883	89.61837665	75.27441908	50.07964176	79.30920285	28.31705703	19195
901	Clay	37.04704504	90.3267509	75.52013303	14.31477066	71.84716998	95.3878062	40.34948955	29.43226074	69.46159598	3.137601059	69.5111073	97.70413441	19197
902	Cloud	89.77793213	88.29087954	74.17698071	92.49928379	58.16380312	15.46716704	37.93530268	35.78476945	14.62083781	13.59691147	75.50409561	32.04853771	20000
903	Coffey	88.33341851	55.33252552	99.07015454	82.44032857	77.35966904	41.44107037	72.18217568	81.70430702	67.97205858	50.41424894	23.41992958	68.12663123	20001
904	Comanche	15.82366397	36.0571469	38.95880519	33.99531027	63.53134801	22.45339195	76.56856105	71.72499914	82.6111243	73.80461186	12.30922725	53.6057089	20003
905	Cowley	70.53945449	73.72702824	85.42020767	40.88524358	61.89356785	78.70714737	51.69036427	35.22546076	2.552393509	37.18542099	88.29043703	72.29825812	20005
906	Crawford	75.61086483	63.19177761	76.14499212	99.50751222	8.267289787	2.602258802	43.96608948	92.12774082	67.8319433	26.38345294	37.21777739	95.29505875	20007
907	Decatur	80.94300539	42.69294535	76.7314451	63.247653	97.82177833	74.27181206	44.05464992	38.93527155	35.78882713	26.54682046	72.52056057	86.64927145	20009
908	Dickinson	88.79717575	22.64029091	36.08656403	54.65623901	41.56127215	69.72854485	96.78678272	58.92735083	44.68509378	11.1418622	70.35315464	22.61621426	20011
909	Doniphan	25.21264101	24.32841355	35.89747058	36.42300928	23.37134823	99.72682792	99.59981482	5.068402155	8.313440246	34.48000451	66.43216665	14.3898976	20013
910	Douglas	7.476293825	20.0447954	86.10747504	34.56846029	77.30964936	81.76058539	79.80299092	70.95928013	91.31916436	97.91759587	61.33603012	80.8334007	20015
911	Edwards	45.89291555	62.14018093	97.38558377	32.07782516	27.37551258	13.42706064	50.17881536	60.01561388	81.46935581	13.78264235	90.79301108	34.46979769	20017
912	Elk	23.67026013	79.99855091	68.56530775	34.41171217	98.73983833	87.74291583	81.71653268	3.96528192	75.39570672	95.34137643	3.446963195	78.64333975	20019
913	Ellis	32.62936274	13.53012948	82.82517039	57.47410637	12.12426571	17.96375521	90.18884215	92.91347183	7.1036916	6.588273292	0.807136808	6.94410102	20021
914	Ellsworth	76.37421832	17.85146883	52.55260962	8.773194713	60.57612022	83.97061007	10.45869365	69.69201458	23.12095322	65.32708909	39.52206273	49.87549542	20023
915	Finney	65.7424665	14.94633034	19.00676021	56.9623766	73.69492303	14.8741592	19.30933455	12.94216656	80.9793155	65.676983	38.05875908	30.715925	20025
916	Ford	77.64626745	17.19629108	68.34979895	1.123922885	88.46038851	66.84192157	52.28312251	52.06041895	22.04949773	35.30209243	45.22534089	94.5937861	20027
917	Franklin	39.99712081	3.813104784	48.85725907	2.015922945	42.60991351	91.36855681	40.4714148	22.50977857	32.68326306	26.03495564	90.78683383	25.79013381	20029
918	Geary	71.36810636	94.7748967	3.615208724	6.902686244	4.42333514	43.33285752	96.43631379	84.36887195	17.50094975	73.93141435	91.01347351	54.85150232	20031
919	Gove	86.36650724	1.974355621	55.66264563	29.30084903	98.02250346	33.61770473	98.7262975	7.574212527	39.43943435	15.94879949	26.04717698	51.14701856	20033
920	Graham	20.84939736	24.78937924	42.29861353	72.99587988	92.79054538	38.30919565	83.29626124	46.65944407	34.14188383	25.54354569	82.94046076	79.33131348	20035
921	Grant	53.95956147	49.99413277	62.38932618	82.88050773	69.62882304	34.19108342	29.4532021	74.10066709	93.35530313	38.37559428	18.38212689	77.80531596	20037
922	Gray	84.47316645	31.85158263	47.77700738	11.24343635	2.134987865	20.52244769	12.27669178	81.38698052	86.83620527	32.68267314	99.49423845	99.94490396	20039
923	Greeley	36.604036	27.45260139	53.9004435	41.4803202	85.39008558	44.51736916	10.64297142	97.80662709	44.38354055	98.7495251	52.33546813	6.06898277	20041
924	Greenwood	65.01565313	87.88942666	6.433257296	40.31083039	39.69540593	46.34744042	86.5605411	44.48366463	93.26002977	81.87767998	46.84790748	6.693261404	20043
925	Hamilton	38.45013653	15.04978168	3.829121783	21.45908342	31.7657995	54.15763579	67.5764419	13.15125448	3.690190761	80.0406158	49.54575691	34.09922407	20045
926	Harper	88.66749886	89.17003041	35.34068592	74.74399761	75.75572854	0.052273603	27.82035893	93.36478467	98.58042852	19.21339779	57.9692114	68.58362722	20047
927	Harvey	65.82201771	58.00713551	63.23421684	95.16777174	48.78852226	84.9021919	95.41073348	68.13056926	92.77627409	19.8249611	53.39275866	44.38927701	20049
928	Haskell	97.28074451	85.1173069	47.47468822	64.78079906	31.96543565	86.35409065	7.32995252	14.5094892	26.57668802	67.56762258	11.92351706	83.29213296	20051
929	Hodgeman	72.40038087	5.099241691	75.9238332	32.19535896	39.8313896	2.673625267	92.56246904	46.13148584	26.97119111	54.26709138	74.28776827	2.830663445	20053
930	Jackson	1.011773933	79.29678094	29.77433285	5.709492745	24.81405065	11.7523237	20.390836	53.40077648	78.01401003	36.03741072	50.39699302	29.73118193	20055
931	Jefferson	0.805280096	14.84648957	10.98713049	96.62244326	30.01011186	3.344414994	5.88650919	15.47095477	1.583099693	2.853267224	21.32127137	90.10261198	20057
932	Jewell	0.674017315	27.87286307	47.53707701	77.01393991	61.01961924	13.69176023	23.54451087	43.51028399	98.6259842	39.93920671	29.33023025	35.09300338	20059
933	Johnson	14.79448942	91.45414732	79.94752825	76.99570284	39.9950249	7.480564832	18.16092766	41.56991145	73.43607755	12.86771528	94.31766421	57.31704993	20061
934	Kearny	35.71458476	99.71329104	81.73058337	36.14704206	34.03263711	45.08623784	97.42553176	86.66486563	4.471589561	0.988158585	68.93168395	84.66011607	20063
935	Kingman	34.4599928	38.60559232	76.07668072	1.194393141	21.17699086	18.36810905	60.08497015	98.65703062	98.18643861	32.41520508	94.91056577	76.43271944	20065
936	Kiowa	45.3326541	16.38587402	96.63183773	81.730862	32.9248263	38.45601656	39.42904789	50.51621698	76.12840164	5.84089687	49.10386726	25.45881435	20067
937	Labette	78.44651917	32.27325114	26.54395787	46.73365925	37.59151588	53.70634247	20.750394	20.38989167	5.887233392	51.7041279	16.52182575	87.31123769	20069
938	Lane	32.93653004	90.1311627	31.60787009	97.83219936	78.49274353	6.488114938	91.58835861	73.77909808	76.08640964	52.16631232	42.46198271	62.11876769	20071
939	Leavenworth	77.6349447	40.86769704	99.05847156	18.74149574	42.6734739	43.81768889	45.47714657	27.98752354	94.80957503	70.74176856	44.87512685	94.9927499	20073
940	Lincoln	78.47715798	74.14927864	2.559165712	58.08021041	3.608613965	66.469169	78.58588315	10.95723228	7.928213531	2.59149419	47.46421455	34.89788608	20075
941	Linn	91.26576506	27.4720301	95.14480655	61.79972327	26.23157072	6.025102308	18.01130102	88.37434441	78.53711652	57.56148432	33.55562849	54.35922469	20077
942	Logan	54.57574461	68.51660957	10.88645864	66.50825389	80.59324541	0.648779723	75.9386094	51.51028594	7.69602091	94.70374838	85.02063202	16.94713527	20079
943	Lyon	79.0567105	73.53522608	25.99614923	85.36405411	61.20570792	24.86415005	41.43864639	18.13132283	56.92907071	7.626554466	26.31031027	46.07896587	20081
944	Marion	89.39713398	74.087499	87.20807834	56.55525945	82.45137773	30.90226237	90.61765232	96.63472209	78.15582717	16.27337068	40.78659242	15.62460358	20083
945	Marshall	43.70043398	1.724356497	46.91525289	77.10670309	16.59116238	36.06724102	70.0898587	38.05069386	90.11927237	61.59351901	34.79215623	98.84860655	20085
946	Mcpherson	33.76629573	91.79498845	82.18958513	91.21549258	89.95009061	92.13896057	49.03692368	34.19075029	29.91060811	6.002994653	73.24332626	6.363247392	20087
947	Meade	88.28557817	30.19366581	90.14441876	81.87024319	76.27588952	87.66389043	2.359487987	46.10457471	45.57912783	56.98100391	68.52029812	50.56099705	20089
948	Miami	27.13271054	71.25465993	53.74819464	37.02364962	15.23862119	10.27075243	60.4959284	67.93217541	58.74267536	22.83578468	78.72486768	25.66451761	20091
949	Mitchell	92.8265733	73.85067776	6.143445365	75.8443053	19.31226207	43.27745729	74.23686579	44.15851237	82.72692912	68.96706028	52.28813635	38.61747734	20093
950	Montgomery	4.371961178	38.18099044	94.73183786	45.52184909	82.89541442	10.01204287	10.37155553	24.49278735	83.51741281	19.81010369	12.52080395	51.90671417	20095
951	Morris	75.04581378	91.33702529	60.17513835	56.99948102	94.1201902	35.09451101	99.20432359	54.83390525	90.64295734	80.66666129	48.24052091	95.83889026	20097
952	Morton	28.63218955	88.44198394	42.41057381	55.6753485	16.65111827	25.74277057	7.229599043	54.16638079	47.19423748	66.41674102	12.52292323	36.60801959	20099
953	Nemaha	90.91323194	14.44438372	8.706091108	29.51391217	24.362951	55.26478167	74.11889157	13.12277879	33.18049755	97.34788818	78.17355086	79.7704307	20101
954	Neosho	96.13609736	17.15642438	16.40374694	11.99941144	2.066690636	71.78148442	7.772623597	65.15031285	1.81831467	61.11701581	4.550029901	91.7478457	20103
955	Ness	29.51168531	72.22592301	86.01680507	67.68320679	31.79575865	6.264876723	74.05626238	26.27648126	30.98812386	84.05880286	53.08578967	98.85634668	20105
956	Norton	33.08391896	60.55330495	97.54051151	89.64847225	14.84623426	97.5082257	33.49441207	33.11996946	31.41108135	42.76096613	79.21085155	9.262881477	20107
957	Osage	75.78019885	84.05724654	66.56973346	91.12553911	77.42751047	11.32532094	41.36486671	36.49808757	52.05114113	63.45856511	98.8213954	19.10206386	20109
958	Osborne	61.35778663	56.85881735	86.80030349	85.85948834	86.07047838	13.52679226	96.39911188	39.24666403	62.18103495	22.0574223	21.96942086	16.32438082	20111
959	Ottawa	40.3173038	7.577697988	23.82187609	42.09779126	10.44586705	62.94811345	5.109967477	41.81568527	60.25048382	38.40097854	24.86376296	90.65855037	20113
960	Pawnee	52.13457148	86.03267791	33.81280615	74.1824794	51.12998221	51.16933219	43.06509796	28.93493723	35.53537382	57.17377353	97.88592956	13.57395444	20115
961	Phillips	29.87453354	7.679871687	13.98811982	8.654114159	95.61552844	83.43120559	50.57125724	97.90676721	71.05913678	18.03551086	16.52385399	17.24783154	20117
962	Pottawatomie	90.81696973	49.22088785	61.29918148	27.35892574	54.24379386	92.02047169	32.53459179	72.27860694	8.812616881	25.89457144	97.30025257	85.5020486	20119
963	Pratt	80.20747831	87.92782715	13.07599832	86.61159145	35.19233575	16.86926097	80.62529403	63.55429407	38.72190063	28.20048234	18.96487872	94.81789628	20121
964	Rawlins	71.50894533	71.34074341	32.35323216	4.966449116	85.07345604	4.820827855	16.64707446	78.54271131	12.35489722	76.61274905	43.56208808	92.96077118	20123
965	Reno	17.55766688	13.32015812	43.35875652	95.14039653	98.77800433	14.69392218	82.49010135	48.20068713	56.20423888	60.71085393	50.06601028	38.7462431	20125
966	Republic	93.46187766	54.96846257	79.49863828	38.00337757	53.13692148	66.78254467	4.996694473	36.64086478	20.6617587	89.21536539	62.50712278	90.64815716	20127
967	Rice	17.05553294	17.26302613	27.09895996	51.61219519	71.63042457	8.296180526	79.28121463	9.629259198	45.93758215	46.53706769	6.370326196	11.33114865	20129
968	Riley	71.2367427	2.016668885	16.98382921	32.25442862	95.96572312	84.98694417	8.14008657	45.21354861	0.499286968	14.1725322	36.37804041	17.91664138	20131
969	Rooks	91.78645971	18.35635129	91.40655192	27.77219641	95.70233988	64.91628056	83.49499192	88.51935043	10.25339703	30.1551799	59.22978668	46.24314477	20133
970	Rush	23.07961341	88.57029812	34.59518393	81.08540559	52.9230709	20.93885791	34.80912888	55.64050305	48.78351786	80.93920458	68.98593012	25.11210245	20135
971	Russell	10.31237945	14.04168889	29.16632491	51.73318153	66.2820179	17.07956549	46.93047795	10.61460468	67.86480075	92.78808692	38.24377831	96.00205135	20137
972	Saline	12.13238162	28.39274608	90.9052551	69.56221278	22.53767731	50.69829588	92.37527132	35.66800836	32.7560668	26.3052814	37.99971793	36.01761163	20139
973	Scott	21.90809036	58.47862583	54.82558065	91.49219617	16.68335226	71.29773536	23.50380491	61.05278684	12.97482153	99.82452039	82.78043501	13.80621365	20141
974	Sedgwick	26.63026687	99.93186309	61.80270768	64.22366296	21.79526966	58.9592983	40.09382317	61.4501873	10.27435713	40.71256399	76.96326869	16.22205849	20143
975	Seward	54.84821178	36.47877047	80.87773332	60.5275826	48.76330755	26.3061083	39.38883109	48.35136438	42.04225015	33.22403971	89.85052117	43.73884219	20145
976	Shawnee	6.254039842	33.5025847	24.34425329	72.51626534	59.66333792	99.45273526	69.00461842	85.71313038	27.8124024	86.9763353	84.8115668	41.3940529	20147
977	Sheridan	0.632863567	39.84711449	60.12641304	65.03695394	48.6506934	99.85645239	1.508271648	45.5772988	41.25005365	83.15793167	21.85173668	75.02811695	20149
978	Sherman	91.72572872	57.62780042	39.29437065	18.64225343	28.67236461	10.85186283	73.65076817	7.439940499	62.65634412	27.75589788	42.79806697	44.69578255	20151
979	Smith	54.41198044	98.88108383	0.238598163	80.01108627	67.66645617	19.21432661	54.91521346	76.25951523	28.96674504	87.89390405	32.6849424	63.39828945	20153
980	Stafford	42.74814309	39.00451119	47.8560841	93.89820867	36.27807497	85.52780562	4.962570102	15.93979248	34.06733751	95.48709741	66.8876293	59.48347921	20155
981	Stanton	0.641460925	75.65921701	59.27451731	75.35205931	20.19565496	43.36619221	79.51360105	64.83889532	32.34743229	73.24018686	66.55117738	55.65277639	20157
982	Stevens	87.97877274	13.09055108	74.22636229	91.90652692	32.94886562	78.92166539	96.48011075	62.22243039	18.78022868	70.55623247	66.88556252	99.54341206	20159
983	Sumner	88.24398855	92.70022185	27.21495207	87.80794822	89.39006737	47.25396303	73.31222885	25.7020979	88.33177997	36.44912191	78.16627436	52.62527873	20161
984	Thomas	47.3099887	51.45190368	29.01522486	78.99385197	64.53367585	45.26166639	84.54830419	7.368092339	98.25130994	38.0929048	73.02677668	35.23901164	20163
985	Trego	50.92385139	72.6819511	68.09973099	91.72367568	73.81610003	92.99605087	94.47589694	35.21081495	78.68753848	2.565724897	76.22821919	92.29315899	20165
986	Wabaunsee	57.55921873	27.34487274	57.49775073	51.07264461	97.40029234	75.88232778	68.99768339	31.27713495	7.812335827	22.22390143	70.8904443	90.21247675	20167
987	Wallace	22.11922295	12.49422005	28.09662781	94.7180349	34.11004825	33.00369958	71.44485566	99.32256038	3.992478722	80.47300956	42.23812054	93.24406937	20169
988	Washington	74.21448247	70.42099779	55.50287847	95.25114211	58.63391233	96.48435543	18.68306118	93.48642238	8.92880685	93.63746518	26.09198934	68.65491471	20171
989	Wichita	30.18165998	73.92742739	17.51893876	33.891816	64.48991751	68.10052378	74.44627461	64.99879694	80.5310393	60.13829378	45.93663577	11.6013501	20173
990	Wilson	29.956096	67.13512295	32.31550244	82.11687611	4.644697993	13.35760009	41.73458352	19.65499487	32.36120005	94.21139747	82.25830681	24.84318691	20175
991	Woodson	6.264331544	4.954988655	25.12064099	21.01920176	70.87611804	94.56290236	72.8685712	49.85609289	77.77395501	11.33690961	60.76666748	59.5293571	20177
992	Wyandotte	66.62146794	6.985112382	52.8195446	55.87643904	75.90017027	6.612310439	71.86608026	21.58097732	5.170492645	72.25358649	53.8178493	1.426973843	20179
993	Adair	63.76338682	24.5848138	9.097311141	51.98224712	41.91276679	31.74654634	45.59906492	26.54727368	66.92714214	65.39701676	55.61981764	84.79374656	20181
994	Allen	79.08361844	32.24410385	5.503823635	25.131519	19.74159671	16.08825371	36.04455534	57.59911613	61.71683741	95.25833576	55.80985647	94.48374569	20183
995	Anderson	66.73204733	4.303540262	13.40972947	18.61040099	91.950878	82.00164218	98.98991215	62.78762218	22.28478333	59.54452829	88.39278732	41.45825814	20185
996	Ballard	78.78174314	81.69678606	54.69035209	62.66806575	6.200889458	31.73273556	11.94017403	31.76570942	48.21830163	77.17058151	21.80017638	95.99654663	20187
997	Barren	19.95642506	67.1612275	91.79001783	80.97208873	75.69138918	51.40894073	36.41483752	26.17674234	16.24017297	15.40380851	22.09607861	48.23323757	20189
998	Bath	40.7860443	55.7113317	67.35187427	42.4153057	45.83810735	48.04376677	68.25163238	64.06284902	46.88166907	46.6706621	78.16008342	2.34108302	20191
999	Bell	42.59481815	86.60461593	71.60988575	37.32015088	90.82698632	9.683840678	92.72381462	17.80399125	74.30885149	23.82172635	24.82739585	11.69618651	20193
1000	Boone	33.05506508	44.5193619	96.49287859	95.41752743	3.033160288	84.12210262	27.35495755	18.89813771	53.56928804	45.11802841	0.327692263	84.62097187	20195
1001	Bourbon	74.3183856	75.26896726	99.54070302	79.30987199	80.22365235	92.81613761	4.333429787	99.55925172	28.40023811	6.205488714	20.64613068	61.95099499	20197
1002	Boyd	49.42572765	91.16984785	26.62241189	13.28320539	3.035990893	74.00794593	48.5654313	4.044099184	89.49351198	96.55032123	39.89303194	56.31202744	20199
1003	Boyle	22.13976264	45.32507095	74.87662995	14.98669599	40.63396598	75.01239225	40.60627136	80.03383061	96.93994838	64.02102513	74.92504916	8.202828459	20201
